Datetime,Close
2022-12-09 14:30:00+00:00,130.17999267578125
2022-12-09 15:30:00+00:00,128.69000244140625
2022-12-09 16:30:00+00:00,128.07000732421875
2022-12-09 17:30:00+00:00,127.80000305175781
2022-12-09 18:30:00+00:00,128.5399932861328
2022-12-09 19:30:00+00:00,128.33999633789062
2022-12-09 20:30:00+00:00,126.81999969482422
2022-12-12 14:30:00+00:00,126.16999816894531
2022-12-12 15:30:00+00:00,128.72999572753906
2022-12-12 16:30:00+00:00,128.30999755859375
2022-12-12 17:30:00+00:00,128.64999389648438
2022-12-12 18:30:00+00:00,128.3800048828125
2022-12-12 19:30:00+00:00,129.02999877929688
2022-12-12 20:30:00+00:00,129.52000427246094
2022-12-13 14:30:00+00:00,131.58999633789062
2022-12-13 15:30:00+00:00,132.38999938964844
2022-12-13 16:30:00+00:00,130.9550018310547
2022-12-13 17:30:00+00:00,133.3699951171875
2022-12-13 18:30:00+00:00,134.1199951171875
2022-12-13 19:30:00+00:00,132.55499267578125
2022-12-13 20:30:00+00:00,131.64999389648438
2022-12-14 14:30:00+00:00,132.80999755859375
2022-12-14 15:30:00+00:00,134.55999755859375
2022-12-14 16:30:00+00:00,133.60260009765625
2022-12-14 17:30:00+00:00,134.3249969482422
2022-12-14 18:30:00+00:00,133.27999877929688
2022-12-14 19:30:00+00:00,132.77000427246094
2022-12-14 20:30:00+00:00,132.02999877929688
2022-12-15 14:30:00+00:00,126.91000366210938
2022-12-15 15:30:00+00:00,125.4000015258789
2022-12-15 16:30:00+00:00,125.81999969482422
2022-12-15 17:30:00+00:00,125.69999694824219
2022-12-15 18:30:00+00:00,126.8499984741211
2022-12-15 19:30:00+00:00,126.63999938964844
2022-12-15 20:30:00+00:00,125.98999786376953
2022-12-16 14:30:00+00:00,124.88999938964844
2022-12-16 15:30:00+00:00,125.28500366210938
2022-12-16 16:30:00+00:00,125.37000274658203
2022-12-16 17:30:00+00:00,125.41000366210938
2022-12-16 18:30:00+00:00,125.41000366210938
2022-12-16 19:30:00+00:00,125.83499908447266
2022-12-16 20:30:00+00:00,126.26000213623047
2022-12-19 14:30:00+00:00,128.6748046875
2022-12-19 15:30:00+00:00,127.32499694824219
2022-12-19 16:30:00+00:00,126.69000244140625
2022-12-19 17:30:00+00:00,127.54000091552734
2022-12-19 18:30:00+00:00,126.02999877929688
2022-12-19 19:30:00+00:00,125.83999633789062
2022-12-19 20:30:00+00:00,125.91000366210938
2022-12-20 14:30:00+00:00,127.05999755859375
2022-12-20 15:30:00+00:00,124.69000244140625
2022-12-20 16:30:00+00:00,125.76000213623047
2022-12-20 17:30:00+00:00,125.46499633789062
