Datetime,Close
2022-12-09 14:30:00+00:00,418.3599853515625
2022-12-09 15:30:00+00:00,419.79998779296875
2022-12-09 16:30:00+00:00,417.4100036621094
2022-12-09 17:30:00+00:00,418.760009765625
2022-12-09 18:30:00+00:00,419.6099853515625
2022-12-09 19:30:00+00:00,420.1400146484375
2022-12-09 20:30:00+00:00,416.1199951171875
2022-12-12 14:30:00+00:00,419.3599853515625
2022-12-12 15:30:00+00:00,416.7300109863281
2022-12-12 16:30:00+00:00,418.8800048828125
2022-12-12 17:30:00+00:00,417.6099853515625
2022-12-12 18:30:00+00:00,416.5400085449219
2022-12-12 19:30:00+00:00,419.0840148925781
2022-12-12 20:30:00+00:00,418.05999755859375
2022-12-13 14:30:00+00:00,437.67999267578125
2022-12-13 15:30:00+00:00,435.7699890136719
2022-12-13 16:30:00+00:00,433.6449890136719
2022-12-13 17:30:00+00:00,436.0799865722656
2022-12-13 18:30:00+00:00,438.80499267578125
2022-12-13 19:30:00+00:00,437.5400085449219
2022-12-13 20:30:00+00:00,435.4700012207031
2022-12-14 14:30:00+00:00,435.2550048828125
2022-12-14 15:30:00+00:00,434.8999938964844
2022-12-14 16:30:00+00:00,435.80999755859375
2022-12-14 17:30:00+00:00,435.8999938964844
2022-12-14 18:30:00+00:00,433.7503967285156
2022-12-14 19:30:00+00:00,431.32501220703125
2022-12-14 20:30:00+00:00,429.6300048828125
2022-12-15 14:30:00+00:00,418.1700134277344
2022-12-15 15:30:00+00:00,422.7799987792969
2022-12-15 16:30:00+00:00,424.3800048828125
2022-12-15 17:30:00+00:00,421.95001220703125
2022-12-15 18:30:00+00:00,423.4100036621094
2022-12-15 19:30:00+00:00,422.3699951171875
2022-12-15 20:30:00+00:00,420.7149963378906
2022-12-16 14:30:00+00:00,411.7300109863281
2022-12-16 15:30:00+00:00,409.2799987792969
2022-12-16 16:30:00+00:00,407.1199951171875
2022-12-16 17:30:00+00:00,406.9700012207031
2022-12-16 18:30:00+00:00,407.7449951171875
2022-12-16 19:30:00+00:00,410.20001220703125
2022-12-16 20:30:00+00:00,407.9800109863281
2022-12-19 14:30:00+00:00,404.5899963378906
2022-12-19 15:30:00+00:00,401.70001220703125
2022-12-19 16:30:00+00:00,400.2900085449219
2022-12-19 17:30:00+00:00,402.2200012207031
2022-12-19 18:30:00+00:00,398.3900146484375
2022-12-19 19:30:00+00:00,399.4849853515625
2022-12-19 20:30:00+00:00,402.1300048828125
2022-12-20 14:30:00+00:00,399.7799987792969
2022-12-20 15:30:00+00:00,398.9599914550781
2022-12-20 16:30:00+00:00,398.7799987792969
2022-12-20 17:30:00+00:00,398.6000061035156
2022-12-20 18:30:00+00:00,398.19000244140625
2022-12-20 19:30:00+00:00,398.2900085449219
