Datetime,Actual,Predicted
2024-05-03 16:30:00+00:00,60.6963996887207,60.62897621905761
2024-05-03 17:30:00+00:00,59.93999862670898,60.65265813805792
2024-05-03 18:30:00+00:00,59.9900016784668,59.90482899926659
2024-05-03 19:30:00+00:00,59.970001220703125,59.9358675589813
2024-05-06 13:30:00+00:00,61.69200134277344,59.90360980319785
2024-05-06 14:30:00+00:00,61.959999084472656,61.69108594558038
2024-05-06 15:30:00+00:00,62.560001373291016,61.973317522574945
2024-05-06 16:30:00+00:00,62.52000045776367,62.58230658631201
2024-05-06 17:30:00+00:00,62.44049835205078,62.471348662231485
2024-05-06 18:30:00+00:00,62.18999862670898,62.37893488500627
2024-05-06 19:30:00+00:00,62.47999954223633,62.13785027050733
2024-05-07 13:30:00+00:00,62.72999954223633,62.43408001527106
2024-05-07 14:30:00+00:00,62.18999862670898,62.703474959454354
2024-05-07 15:30:00+00:00,62.650001525878906,62.174292343907624
2024-05-07 16:30:00+00:00,62.34999847412109,62.623179414406984
2024-05-07 17:30:00+00:00,62.33000183105469,62.29954319138181
2024-05-07 18:30:00+00:00,62.70000076293945,62.3130340240425
2024-05-07 19:30:00+00:00,62.77999877929688,62.669452817891525
2024-05-08 13:30:00+00:00,60.66070175170898,62.75182818488439
2024-05-08 14:30:00+00:00,61.2400016784668,60.63219267688689
2024-05-08 15:30:00+00:00,62.209999084472656,61.17936540956267
2024-05-08 16:30:00+00:00,61.83000183105469,62.131306671649305
2024-05-08 17:30:00+00:00,61.86000061035156,61.86608945323901
2024-05-08 18:30:00+00:00,62.540000915527344,61.89016940048768
2024-05-08 19:30:00+00:00,62.560001373291016,62.47282309710357
2024-05-09 13:30:00+00:00,63.25,62.524429169767046
2024-05-09 14:30:00+00:00,63.5,63.25291913591285
2024-05-09 15:30:00+00:00,63.3849983215332,63.46867902618379
2024-05-09 16:30:00+00:00,63.34999847412109,63.3596928841204
2024-05-09 17:30:00+00:00,63.225399017333984,63.31168465345778
2024-05-09 18:30:00+00:00,63.14500045776367,63.1703900705093
2024-05-09 19:30:00+00:00,63.47999954223633,63.109245205015235
2024-05-10 13:30:00+00:00,63.15499877929688,63.45314960877071
2024-05-10 14:30:00+00:00,62.587501525878906,63.129594189826825
2024-05-10 15:30:00+00:00,62.34000015258789,62.56322307998545
2024-05-10 16:30:00+00:00,61.935001373291016,62.28821283217153
2024-05-10 17:30:00+00:00,61.95000076293945,61.88284760081442
2024-05-10 18:30:00+00:00,62.18999862670898,61.928225306422874
2024-05-10 19:30:00+00:00,61.93000030517578,62.17112726576466
2024-05-13 13:30:00+00:00,62.45500183105469,61.916439422649766
2024-05-13 14:30:00+00:00,63.44499969482422,62.44221659063684
2024-05-13 15:30:00+00:00,62.59999847412109,63.41913051987833
2024-05-13 16:30:00+00:00,62.36000061035156,62.590899471079744
2024-05-13 17:30:00+00:00,62.5099983215332,62.33967124625215
2024-05-13 18:30:00+00:00,62.8849983215332,62.42395101069111
2024-05-13 19:30:00+00:00,62.52000045776367,62.84741182474904
2024-05-14 13:30:00+00:00,64.20500183105469,62.52266295485447
2024-05-14 14:30:00+00:00,63.93999862670898,64.19712092681068
2024-05-14 15:30:00+00:00,63.91999816894531,63.911465316228345
2024-05-14 16:30:00+00:00,63.69499969482422,63.930131487871755
2024-05-14 17:30:00+00:00,63.59999847412109,63.63340191513834
2024-05-14 18:30:00+00:00,63.59000015258789,63.53046037959033
2024-05-14 19:30:00+00:00,63.58000183105469,63.561608549430105
2024-05-15 13:30:00+00:00,63.45500183105469,63.55408719230361
2024-05-15 14:30:00+00:00,63.93000030517578,63.43296911195359
2024-05-15 15:30:00+00:00,64.11000061035156,63.9059612917619
2024-05-15 16:30:00+00:00,64.3499984741211,64.08683577503993
2024-05-15 17:30:00+00:00,64.33000183105469,64.3413942732084
2024-05-15 18:30:00+00:00,64.47000122070312,64.30352955802914
2024-05-15 19:30:00+00:00,64.56999969482422,64.43367235404743
2024-05-16 13:30:00+00:00,63.18999862670898,64.5350696385764
2024-05-16 14:30:00+00:00,63.744998931884766,63.15118456676754
2024-05-16 15:30:00+00:00,63.82500076293945,63.702577087048276
2024-05-16 16:30:00+00:00,63.959999084472656,63.76333377816186
2024-05-16 17:30:00+00:00,64.0199966430664,63.97369996550756
2024-05-16 18:30:00+00:00,64.1449966430664,64.01989864044414
2024-05-16 19:30:00+00:00,64.08000183105469,64.10662811724836
2024-05-17 13:30:00+00:00,65.0,64.05012196677633
2024-05-17 14:30:00+00:00,64.66000366210938,64.97657559795766
2024-05-17 15:30:00+00:00,64.38999938964844,64.636725227926
2024-05-17 16:30:00+00:00,64.02999877929688,64.37805320412207
2024-05-17 17:30:00+00:00,63.81999969482422,63.97047875646506
2024-05-17 18:30:00+00:00,63.97999954223633,63.76246332396944
2024-05-17 19:30:00+00:00,63.97999954223633,63.95514530591902
2024-05-20 13:30:00+00:00,64.01000213623047,63.962916623182174
2024-05-20 14:30:00+00:00,64.5999984741211,63.99981716364468
2024-05-20 15:30:00+00:00,64.2699966430664,64.5789178136085
2024-05-20 16:30:00+00:00,64.0,64.24467967239342
2024-05-20 17:30:00+00:00,63.84000015258789,63.98067077009422
2024-05-20 18:30:00+00:00,64.0999984741211,63.78620508092084
2024-05-20 19:30:00+00:00,64.08999633789062,64.05666360553425
2024-05-21 13:30:00+00:00,63.290000915527344,64.0752830209146
2024-05-21 14:30:00+00:00,63.97999954223633,63.27308483548136
2024-05-21 15:30:00+00:00,63.63999938964844,63.94471212972469
