Datetime,Actual,Predicted
2024-05-03 16:30:00+00:00,216.33999633789065,217.32659067380456
2024-05-03 17:30:00+00:00,216.3300018310547,216.4346231350549
2024-05-03 18:30:00+00:00,217.02999877929688,216.4360928176101
2024-05-03 19:30:00+00:00,217.19000244140625,217.0552248047372
2024-05-06 13:30:00+00:00,218.56500244140625,217.22877618056185
2024-05-06 14:30:00+00:00,218.72999572753903,218.6102408385761
2024-05-06 15:30:00+00:00,218.5,218.79712129560244
2024-05-06 16:30:00+00:00,218.55999755859372,218.58613692305565
2024-05-06 17:30:00+00:00,218.42999267578125,218.623167839647
2024-05-06 18:30:00+00:00,217.9750061035156,218.49011785623114
2024-05-06 19:30:00+00:00,218.6999969482422,218.0033691297882
2024-05-07 13:30:00+00:00,219.30999755859372,218.72678167258138
2024-05-07 14:30:00+00:00,219.63999938964844,219.34441003862725
2024-05-07 15:30:00+00:00,219.6300048828125,219.6908598971012
2024-05-07 16:30:00+00:00,219.5399932861328,219.6853382113903
2024-05-07 17:30:00+00:00,219.3000030517578,219.6072814040446
2024-05-07 18:30:00+00:00,219.2949981689453,219.34882941712962
2024-05-07 19:30:00+00:00,219.0200042724609,219.3301495583137
2024-05-08 13:30:00+00:00,219.4600067138672,219.042748457384
2024-05-08 14:30:00+00:00,218.8699951171875,219.4877545986513
2024-05-08 15:30:00+00:00,219.2400054931641,218.89074462538892
2024-05-08 16:30:00+00:00,219.33999633789065,219.27557001877457
2024-05-08 17:30:00+00:00,219.47000122070312,219.365288232381
2024-05-08 18:30:00+00:00,219.5760040283203,219.51396517004957
2024-05-08 19:30:00+00:00,219.6199951171875,219.60789206185746
2024-05-09 13:30:00+00:00,221.00799560546875,219.6678857218206
2024-05-09 14:30:00+00:00,221.1000061035156,221.06147203953765
2024-05-09 15:30:00+00:00,221.0,221.15672630269597
2024-05-09 16:30:00+00:00,221.1499938964844,221.07195408595965
2024-05-09 17:30:00+00:00,221.22999572753903,221.2115774243398
2024-05-09 18:30:00+00:00,220.7899932861328,221.29571978521835
2024-05-09 19:30:00+00:00,220.50999450683597,220.82469034571565
2024-05-10 13:30:00+00:00,220.9499969482422,220.5383859466828
2024-05-10 14:30:00+00:00,221.6082000732422,220.97774624155173
2024-05-10 15:30:00+00:00,221.00999450683597,221.63985045961198
2024-05-10 16:30:00+00:00,221.0800018310547,221.04248466340414
2024-05-10 17:30:00+00:00,221.13999938964844,221.12589854322664
2024-05-10 18:30:00+00:00,221.1499938964844,221.18106229143586
2024-05-10 19:30:00+00:00,221.4600067138672,221.18967793273075
2024-05-13 13:30:00+00:00,220.69000244140625,221.48634810930707
2024-05-13 14:30:00+00:00,221.2350006103516,220.7232236772625
2024-05-13 15:30:00+00:00,220.7400054931641,221.27369881322224
2024-05-13 16:30:00+00:00,220.3600006103516,220.76205880748242
2024-05-13 17:30:00+00:00,220.4499969482422,220.39143328299525
2024-05-13 18:30:00+00:00,220.25999450683597,220.45985684340167
2024-05-13 19:30:00+00:00,219.69000244140625,220.28630547285763
2024-05-14 13:30:00+00:00,218.05999755859372,219.70083746070043
2024-05-14 14:30:00+00:00,217.5500030517578,218.05976101230326
2024-05-14 15:30:00+00:00,218.625,217.54232082096263
2024-05-14 16:30:00+00:00,218.75,218.60614434022293
2024-05-14 17:30:00+00:00,218.4600067138672,218.74066086384036
2024-05-14 18:30:00+00:00,218.77999877929688,218.47227963904328
2024-05-14 19:30:00+00:00,218.72999572753903,218.82350882897575
2024-05-15 13:30:00+00:00,218.5399932861328,218.78425909623255
2024-05-15 14:30:00+00:00,219.41000366210935,218.5758645644223
2024-05-15 15:30:00+00:00,219.8950042724609,219.44644045337057
2024-05-15 16:30:00+00:00,220.2899932861328,219.9428220517776
2024-05-15 17:30:00+00:00,220.22999572753903,220.34942237215876
2024-05-15 18:30:00+00:00,220.2400054931641,220.29031683131484
2024-05-15 19:30:00+00:00,220.7400054931641,220.31035906343465
2024-05-16 13:30:00+00:00,216.41000366210935,220.7942358567094
2024-05-16 14:30:00+00:00,215.3300018310547,216.41993344478792
2024-05-16 15:30:00+00:00,215.13999938964844,215.31658360297018
2024-05-16 16:30:00+00:00,214.50999450683597,215.05574269480934
2024-05-16 17:30:00+00:00,213.6699981689453,214.4404126672133
2024-05-16 18:30:00+00:00,213.1199951171875,213.5694460448267
2024-05-16 19:30:00+00:00,211.8000030517578,213.09069790590166
2024-05-17 13:30:00+00:00,211.3350067138672,211.76903360403466
2024-05-17 14:30:00+00:00,210.80999755859372,211.29812082040561
2024-05-17 15:30:00+00:00,210.7050018310547,210.76121499150963
2024-05-17 16:30:00+00:00,210.30999755859372,210.67578727719584
2024-05-17 17:30:00+00:00,210.7899932861328,210.27948728348363
2024-05-17 18:30:00+00:00,210.9850006103516,210.79640552114174
2024-05-17 19:30:00+00:00,210.6999969482422,210.99762890331812
2024-05-20 13:30:00+00:00,212.55499267578125,210.7315043569767
2024-05-20 14:30:00+00:00,211.97000122070312,212.60799329665124
2024-05-20 15:30:00+00:00,212.2899932861328,212.0225456755053
2024-05-20 16:30:00+00:00,212.19000244140625,212.36686764347002
2024-05-20 17:30:00+00:00,212.06500244140625,212.23474746671178
2024-05-20 18:30:00+00:00,212.32000732421875,212.13150850392387
2024-05-20 19:30:00+00:00,212.6999969482422,212.34064205525078
2024-05-21 13:30:00+00:00,210.3600006103516,212.7387941834418
2024-05-21 14:30:00+00:00,210.9750061035156,210.37244251044578
2024-05-21 15:30:00+00:00,211.02999877929688,210.99350024590487
2024-05-21 16:30:00+00:00,210.7700042724609,211.01366544075483
