y,pred
88.5,88.45423693948408
88.70999908447266,88.51834830176085
87.44000244140625,88.73132930282841
87.78500366210938,87.45805671012147
87.66999816894531,87.80286443889145
87.6500015258789,87.68152750447527
87.20999908447266,87.65991570426647
87.36000061035156,87.21001776522006
87.26000213623047,87.3792161328943
88.6500015258789,87.25217642899071
87.76000213623047,88.64323707676957
88.01399993896484,87.76827432011832
88.25499725341797,88.01792709411781
87.94499969482422,88.26353867613206
88.0250015258789,87.96574840228324
87.51000213623047,88.03802038951993
86.33999633789062,87.5276301059891
86.65899658203125,86.35127260819678
85.99500274658203,86.66862401588287
85.93000030517578,85.99866041520185
85.86499786376953,85.9431358711143
86.19999694824219,85.8678707945284
86.20999908447266,86.20211425304367
85.26499938964844,86.21793680763756
86.06999969482422,85.27746330180597
86.26000213623047,86.07408074645741
87.07499694824219,86.25411351569315
87.33499908447266,87.10688930582239
90.15499877929688,87.3602792922365
90.26000213623048,90.18573122561276
93.48310089111328,90.2890546879343
94.37000274658205,93.51591577712155
93.8949966430664,94.38869636701811
93.26000213623048,93.92280761279387
93.41999816894533,93.28421491879554
93.87000274658205,93.43396877384372
93.1500015258789,93.88658483944924
94.25,93.18049388512627
94.6675033569336,94.27869031345472
94.69989776611328,94.68422791490498
94.80999755859376,94.72651342465362
94.43499755859376,94.82702490157375
94.75499725341795,94.45663998213526
94.79000091552734,94.77746152887197
96.71009826660156,94.79335132065671
96.27999877929688,96.7399315888517
96.23999786376952,96.30501069767354
96.31500244140624,96.26788280320855
96.54000091552734,96.3250018760675
97.08499908447266,96.54707538469884
97.54000091552734,97.10435076990542
95.62999725341795,97.56552456883456
95.34500122070312,95.64227147372576
95.23999786376952,95.36319766970365
95.2300033569336,95.25517056468368
95.38999938964844,95.24943494872701
95.58000183105467,95.4052471585155
95.62000274658205,95.60057249537029
95.58999633789062,95.63563779358029
95.31999969482422,95.60029743469903
95.5,95.35335995134461
95.1999969482422,95.51628960017115
94.62000274658205,95.22237113493485
94.88999938964844,94.63790362153011
95.33999633789062,94.87592171586792
94.2699966430664,95.3463375281342
94.26000213623048,94.26738331399851
94.31999969482422,94.27462999537212
93.9749984741211,94.33855287650185
92.49500274658205,93.98638863698712
92.46499633789062,92.50821703432253
92.5,92.48691563895704
94.20999908447266,92.51784111373127
95.06999969482422,94.20693292596563
95.08499908447266,95.07466809898979
94.94000244140624,95.12064876989595
94.8499984741211,94.98244746660065
94.77999877929688,94.8804100665028
94.76000213623048,94.79950361439052
95.55010223388672,94.77746970365088
95.4000015258789,95.55837259758395
95.19000244140624,95.4045944434394
95.30999755859376,95.22016258721293
95.3000030517578,95.33697393290517
94.94000244140624,95.32582863949982
95.11000061035156,94.97805813250203
95.377197265625,95.12917652688188
95.16000366210938,95.36555223184905
95.16000366210938,95.15846460627057
95.0199966430664,95.17288171139745
94.79000091552734,95.04876966933583
95.18000030517578,94.81716239707701
95.4499969482422,95.20470075596593
94.32579803466795,95.47007595804585
93.61000061035156,94.33383504916968
93.8000030517578,93.62387652966859
93.94000244140624,93.8155391586411
93.80999755859376,93.95902820357206
93.54000091552734,93.81741697025736
93.72000122070312,93.54898727056984
92.80999755859376,93.73738339111497
91.94000244140624,92.83477358678375
91.81500244140624,91.98277475466908
92.05999755859376,91.82792992116798
91.63999938964844,92.05509491378406
91.91999816894533,91.63137325829052
92.76000213623048,91.92971167202317
93.34500122070312,92.74860960941604
93.2750015258789,93.33851383498768
92.41999816894533,93.298265595975
92.38999938964844,92.45018270563138
92.5,92.42888290429877
92.7249984741211,92.52745257224888
93.12999725341795,92.74302443743822
92.97000122070312,93.14145603818551
93.56999969482422,92.98288611678561
94.08000183105467,93.60347984029237
94.36000061035156,94.1089390009313
95.0999984741211,94.39530641489216
94.24500274658205,95.13306314650025
94.51000213623048,94.2851790279124
96.7249984741211,94.52778045018343
96.6178970336914,96.69364068897549
97.0500030517578,96.60670231974687
97.58999633789062,97.06117082413012
97.30999755859376,97.6070576076699
97.11820220947266,97.33253377405266
97.41999816894533,97.13816760267999
96.55999755859376,97.42704367315194
97.3000030517578,96.55140848703049
97.05999755859376,97.293352982007
97.38999938964844,97.06185244689688
97.0749969482422,97.4027467605604
97.16500091552734,97.08340345836827
97.1999969482422,97.1842411348267
96.506103515625,97.21323435339495
96.5,96.52049393228617
96.58000183105467,96.52695585694164
96.26000213623048,96.58640264914398
95.37999725341795,96.27740141538402
94.87999725341795,95.3998462151608
94.1500015258789,94.8979453719427
91.7699966430664,94.14813999409564
92.72000122070312,91.78379810098365
93.37999725341795,92.7276119608689
93.0,93.3963425082376
92.3499984741211,93.01115454174578
93.26000213623048,92.35764644533798
92.61000061035156,93.27309311744011
93.3490982055664,92.60673916101169
93.03500366210938,93.37864673463451
92.8249969482422,93.07145529237636
92.9800033569336,92.8428770590749
92.94000244140624,93.00159756969393
92.66000366210938,92.96326570672555
92.19000244140624,92.69079782536886
97.51499938964844,92.21031573477909
97.91000366210938,97.536817668456
96.81500244140624,97.9331633954962
96.4800033569336,96.83680512055786
96.84500122070312,96.49155121396429
96.29000091552734,96.86653899142658
97.4800033569336,96.30497106445286
96.83999633789062,97.48562932369116
96.12999725341795,96.836821134285
95.44000244140624,96.15158407453237
95.44000244140624,95.47217292242088
95.0999984741211,95.46644461207676
95.1999969482422,95.11659962824918
95.56999969482422,95.21287047970752
95.2300033569336,95.59071898349464
95.36499786376952,95.25368674022744
95.20999908447266,95.38721046153057
95.68499755859376,95.22794773578148
95.625,95.70233959950032
95.54499816894533,95.63658480648883
95.63999938964844,95.56286937961566
95.0518035888672,95.65726754013605
95.9499969482422,95.06840111013362
96.91999816894533,95.95758025035359
97.65499877929688,96.92754927591126
98.48999786376952,97.68240386821532
98.27999877929688,98.52929087946646
97.68000030517578,98.3047495097573
98.3000030517578,97.70730506383963
98.7300033569336,98.32410131506929
99.02999877929688,98.70598339403334
99.23500061035156,99.0220484659497
99.32579803466795,99.25998833550608
99.09500122070312,99.36270338830752
99.2300033569336,99.12986649922203
98.04000091552734,99.25617791283017
98.2750015258789,98.057906374577
97.59500122070312,98.29553532283039
97.21499633789062,97.5771972119444
97.16999816894533,97.23982399210871
96.93250274658205,97.1678526752474
97.27999877929688,96.92476415634115
96.54149627685548,97.27951715469965
96.9499969482422,96.54197712235349
96.98999786376952,96.961955364324
96.97000122070312,96.99531426589401
97.08000183105467,96.97580402200896
97.1803970336914,97.08806755669725
97.70999908447266,97.19179268161814
96.4499969482422,97.71792459735671
96.86000061035156,96.44513574155529
96.52999877929688,96.8875367538131
96.21499633789062,96.55145031318881
95.99749755859376,96.23589936742161
96.36000061035156,96.01242741766602
95.75,96.38129231667594
97.0,95.75601729238406
98.28500366210938,97.00590161979198
97.52999877929688,98.27917379524257
97.25,97.53380717876257
97.3499984741211,97.2492862995714
97.61000061035156,97.3526346278895
97.75,97.61534536106129
97.6500015258789,97.76800525467843
98.06999969482422,97.66771734906104
98.08999633789062,98.0764981661721
97.66999816894533,98.10282181105191
97.68000030517578,97.67697588499594
97.52999877929688,97.69439583142129
97.6999969482422,97.53964603428761
98.06500244140624,97.70902135753757
98.05500030517578,98.0701784863587
98.5749969482422,98.07791178955377
98.41999816894533,98.60004413911831
98.08000183105467,98.44544558079137
98.08000183105467,98.1023131803863
98.1999969482422,98.09666135431634
97.90850067138672,98.21423607908643
97.4800033569336,97.9255917276394
96.91999816894533,97.49940545245765
96.30999755859376,96.93005590114369
96.29000091552734,96.32205355425539
97.11000061035156,96.29650680626409
97.6999969482422,97.10670296024321
97.05500030517578,97.69054106335822
97.16999816894533,97.08327920658093
97.52999877929688,97.20936256660478
97.9499969482422,97.56076572025802
98.0500030517578,97.97666618740915
98.00440216064452,98.07972245085351
97.98999786376952,98.02628758879496
97.43000030517578,98.01133123586011
97.8499984741211,97.45243401145139
97.63999938964844,97.86982415110622
98.29499816894533,97.65790745209884
98.7699966430664,98.30594815491791
98.4000015258789,98.79121650932879
98.34500122070312,98.43329200051194
99.9499969482422,98.37178735154401
99.56950378417967,99.96200704994264
99.2125015258789,99.58646823853373
99.56999969482422,99.21384149389074
99.8949966430664,99.59474220516027
100.2300033569336,99.90973088349993
100.0199966430664,100.24788704604202
100.08000183105467,100.03791253826986
99.98999786376952,100.08807670593133
99.87000274658205,100.00627798902478
99.08999633789062,99.89345384345624
99.30500030517578,99.10335086413664
99.2300033569336,99.3158160546475
99.5,99.25055149414241
99.7300033569336,99.52255820017308
99.44010162353516,99.7498226343061
99.08999633789062,99.43402524297338
99.71499633789062,99.10487190139452
99.56500244140624,99.72193126107243
100.05010223388672,99.56985262689896
100.5998992919922,100.04019638302877
101.1500015258789,100.58997948082423
100.9499969482422,101.17372040449101
101.5260009765625,100.97739820611717
101.70999908447266,101.55879533013581
99.23999786376952,101.73222474746889
99.20179748535156,99.27066078425503
