Datetime,Close,Open,High,Low,Volume
2022-12-12 14:30:00+00:00,127.04499816894531,126.83000183105469,127.6500015258789,126.5,632164
2022-12-12 15:30:00+00:00,127.68000030517578,127.0199966430664,127.68000030517578,126.87000274658203,415060
2022-12-12 16:30:00+00:00,127.51000213623047,127.68000030517578,128.02000427246094,127.25,264298
2022-12-12 17:30:00+00:00,127.1500015258789,127.5,128.13499450683594,126.9800033569336,237164
2022-12-12 18:30:00+00:00,127.73999786376953,127.1500015258789,128.13999938964844,126.80000305175781,289131
2022-12-12 19:30:00+00:00,128.7949981689453,127.73999786376953,129.14999389648438,127.69499969482422,361997
2022-12-12 20:30:00+00:00,128.69000244140625,128.7899932861328,129.3000030517578,128.52999877929688,514263
2022-12-13 14:30:00+00:00,132.2550048828125,132.11000061035156,132.7899932861328,130.9499969482422,755100
2022-12-13 15:30:00+00:00,131.47999572753906,132.2550048828125,132.2899932861328,130.97999572753906,663588
2022-12-13 16:30:00+00:00,130.10000610351562,131.47000122070312,131.8800048828125,130.02000427246094,308114
2022-12-13 17:30:00+00:00,130.74000549316406,130.05999755859375,130.8000030517578,129.35000610351562,322019
2022-12-13 18:30:00+00:00,130.8300018310547,130.75999450683594,130.97000122070312,130.34500122070312,408007
2022-12-13 19:30:00+00:00,130.8249969482422,130.8300018310547,131.6199951171875,130.50999450683594,454561
2022-12-13 20:30:00+00:00,130.75,130.8249969482422,131.38999938964844,130.6699981689453,594942
2022-12-14 14:30:00+00:00,132.1300048828125,131.39999389648438,132.6699981689453,131.0399932861328,544373
2022-12-14 15:30:00+00:00,132.13999938964844,132.14999389648438,132.27999877929688,131.82000732421875,374343
2022-12-14 16:30:00+00:00,131.88499450683594,132.15499877929688,132.3699951171875,131.75,228269
2022-12-14 17:30:00+00:00,131.8699951171875,131.8800048828125,132.2100067138672,131.86000061035156,171383
2022-12-14 18:30:00+00:00,131.3800048828125,131.89999389648438,132.1999969482422,130.1699981689453,375674
2022-12-14 19:30:00+00:00,130.9550018310547,131.35000610351562,132.5800018310547,130.27000427246094,674037
2022-12-14 20:30:00+00:00,131.64999389648438,130.91000366210938,131.82000732421875,130.3300018310547,1177424
2022-12-15 14:30:00+00:00,126.97000122070312,129.37600708007812,129.5,126.69999694824219,746583
2022-12-15 15:30:00+00:00,125.87999725341797,126.97000122070312,126.9800033569336,125.58999633789062,501507
2022-12-15 16:30:00+00:00,125.73999786376953,125.88999938964844,125.95999908447266,124.9800033569336,377398
2022-12-15 17:30:00+00:00,125.49500274658203,125.74500274658203,126.21499633789062,125.16999816894531,407986
2022-12-15 18:30:00+00:00,125.57499694824219,125.49500274658203,125.8499984741211,125.16000366210938,294939
